Object Name,Field Label,Field Name,Type,External ID,Length,Digits,Precision,Formula,Reference To,Picklist?
APXTConga4__Conga_Email_Template__c,Description,APXTConga4__Description__c,textarea,1,43,0,0,,"",0
APXTConga4__Conga_Email_Template__c,HTML Body,APXTConga4__HTMLBody__c,textarea,1,43,0,0,,"",0
APXTConga4__Conga_Email_Template__c,Name,APXTConga4__Name__c,string,1,43,0,0,,"",0
APXTConga4__Conga_Email_Template__c,Subject,APXTConga4__Subject__c,string,1,43,0,0,,"",0
APXTConga4__Conga_Email_Template__c,Template Group,APXTConga4__Template_Group__c,string,1,43,0,0,,"",0
APXTConga4__Conga_Email_Template__c,Text Body,APXTConga4__TextBody__c,textarea,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Record ID,Id,id,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Owner ID,OwnerId,reference,1,43,0,0,,Group,0
APXTConga4__Conga_Template__c,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Template Name,Name,string,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Created By ID,CreatedById,reference,1,43,0,0,,User,0
APXTConga4__Conga_Template__c,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
APXTConga4__Conga_Template__c,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Description,APXTConga4__Description__c,textarea,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Label Template: Use Detail Data,APXTConga4__Label_Template_Use_Detail_Data__c,boolean,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Master Field to Set 1,APXTConga4__Master_Field_to_Set_1__c,string,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Master Field to Set 2,APXTConga4__Master_Field_to_Set_2__c,string,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Master Field to Set 3,APXTConga4__Master_Field_to_Set_3__c,string,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Name,APXTConga4__Name__c,string,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Template Group,APXTConga4__Template_Group__c,string,1,43,0,0,,"",0
APXTConga4__Conga_Template__c,Template Type,APXTConga4__Template_Type__c,picklist,1,43,0,0,,"",1
APXT_CMQR__Conga_Merge_Query__c,Record ID,Id,id,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,Owner ID,OwnerId,reference,1,43,0,0,,Group,0
APXT_CMQR__Conga_Merge_Query__c,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,Conga Query Name,Name,string,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,Created By ID,CreatedById,reference,1,43,0,0,,User,0
APXT_CMQR__Conga_Merge_Query__c,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
APXT_CMQR__Conga_Merge_Query__c,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,Description,APXT_CMQR__Description__c,textarea,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,Name,APXT_CMQR__Name__c,string,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,SOQL Select Statement,APXT_CMQR__Query__c,textarea,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,Report Origin,Report_Origin__c,string,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,Legacy QueryID,Legacy_QueryID__c,string,1,43,0,0,,"",0
APXT_CMQR__Conga_Merge_Query__c,Template Builder/Tester,Template_Builder_Tester__c,string,1,43,0,0,"HYPERLINK(""https://www.appextremes.com/apps/Conga/Composer.aspx?sessionId=""&$Api.Session_ID&""&serverUrl=""&$Api.Partner_Server_URL_310  &""&id=00540000001Qj12AAC&OFN=""&APXT_CMQR__Name__c&""&OCNR=1&QueryId=""&Id, ""Click to Launch"")","",0
APXT_CMQR__Conga_Merge_Query__c,Title Test,Title_Test__c,string,1,43,0,0,"HYPERLINK(""https://www.appextremes.com/apps/Conga/Composer.aspx?sessionId=""&$Api.Session_ID&""&serverUrl=""&$Api.Partner_Server_URL_310 &""&id=00540000001Qj12AAC&OFN=""&APXT_CMQR__Name__c&""&OCNR=1&QueryId=a0G4000000ImeET,a0G4000000ImeEd,a0G4000000ImeEi,a0G4000000ImeEn,a0G4000000ImeEs,a0G4000000ImeF2,a0G4000000ImeF7"", ""Click to Launch"")","",0
Account,Account ID,Id,id,1,43,0,0,,"",0
Account,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
Account,Master Record ID,MasterRecordId,reference,1,43,0,0,,Account,0
Account,Account Name,Name,string,1,43,0,0,,"",0
Account,Account Type,Type,picklist,1,43,0,0,,"",1
Account,Parent Account ID,ParentId,reference,1,43,0,0,,Account,0
Account,Billing Street,BillingStreet,textarea,1,43,0,0,,"",0
Account,Billing City,BillingCity,string,1,43,0,0,,"",0
Account,Billing State/Province,BillingState,string,1,43,0,0,,"",0
Account,Billing Zip/Postal Code,BillingPostalCode,string,1,43,0,0,,"",0
Account,Billing Country,BillingCountry,string,1,43,0,0,,"",0
Account,Shipping Street,ShippingStreet,textarea,1,43,0,0,,"",0
Account,Shipping City,ShippingCity,string,1,43,0,0,,"",0
Account,Shipping State/Province,ShippingState,string,1,43,0,0,,"",0
Account,Shipping Zip/Postal Code,ShippingPostalCode,string,1,43,0,0,,"",0
Account,Shipping Country,ShippingCountry,string,1,43,0,0,,"",0
Account,Account Phone,Phone,phone,1,43,0,0,,"",0
Account,Account Fax,Fax,phone,1,43,0,0,,"",0
Account,Website,Website,url,1,43,0,0,,"",0
Account,Industry,Industry,picklist,1,43,0,0,,"",1
Account,Annual Revenue,AnnualRevenue,currency,1,43,0,18,,"",0
Account,Employees,NumberOfEmployees,int,1,43,8,0,,"",0
Account,Account Description,Description,textarea,1,43,0,0,,"",0
Account,Owner ID,OwnerId,reference,1,43,0,0,,User,0
Account,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
Account,Created By ID,CreatedById,reference,1,43,0,0,,User,0
Account,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
Account,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
Account,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
Account,Last Activity,LastActivityDate,date,1,43,0,0,,"",0
Account,Partner Account,IsPartner,boolean,1,43,0,0,,"",0
Account,Customer Portal Account,IsCustomerPortal,boolean,1,43,0,0,,"",0
Account,Data.com Key,Jigsaw,string,1,43,0,0,,"",0
Account,Jigsaw Company ID,JigsawCompanyId,string,1,43,0,0,,"",0
Account,Account Source,AccountSource,picklist,1,43,0,0,,"",1
Account,SIC Description,SicDesc,string,1,43,0,0,,"",0
Account,Active,Active__c,picklist,1,43,0,0,,"",1
Account,Customer Priority,CustomerPriority__c,picklist,1,43,0,0,,"",1
Account,Number of Locations,NumberofLocations__c,double,1,43,0,3,,"",0
Account,SLA Expiration Date,SLAExpirationDate__c,date,1,43,0,0,,"",0
Account,SLA Serial Number,SLASerialNumber__c,string,1,43,0,0,,"",0
Account,SLA,SLA__c,picklist,1,43,0,0,,"",1
Account,Upsell Opportunity,UpsellOpportunity__c,picklist,1,43,0,0,,"",1
Account,States Worked,States_Worked__c,multipicklist,1,43,0,0,,"",1
Account,Closing Company ID,Closing_Company_ID__c,string,1,43,0,0,,"",0
Account,Title Disclosure Specialist,Title_Disclosure_Specialist__c,reference,1,43,0,0,,User,0
Account,Email,Email__c,email,1,43,0,0,,"",0
Account,Unique Identifier,Unique_Identifier__c,string,1,43,0,0,,"",0
Account,Phone 2,Phone_2__c,phone,1,43,0,0,,"",0
Account,Alternate Phone,Alternate_Phone__c,phone,1,43,0,0,,"",0
Account,Vendor Type,Vendor_Type__c,multipicklist,1,43,0,0,,"",1
Account,SF Integration ID,SF_Integration_ID__c,string,1,43,0,0,,"",0
Account,Prefix,Prefix__c,string,1,43,0,0,,"",0
AccountContactRole,Contact Role ID,Id,id,1,43,0,0,,"",0
AccountContactRole,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
AccountContactRole,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
AccountContactRole,Created By ID,CreatedById,reference,1,43,0,0,,User,0
AccountContactRole,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
AccountContactRole,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
AccountContactRole,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
AccountContactRole,Account ID,AccountId,reference,1,43,0,0,,Account,0
AccountContactRole,Contact ID,ContactId,reference,1,43,0,0,,Contact,0
AccountContactRole,Role,Role,picklist,1,43,0,0,,"",1
AccountContactRole,Primary,IsPrimary,boolean,1,43,0,0,,"",0
AccountFeed,Feed Item ID,Id,id,1,43,0,0,,"",0
AccountFeed,Parent ID,ParentId,reference,1,43,0,0,,Account,0
AccountFeed,Feed Item Type,Type,picklist,1,43,0,0,,"",1
AccountFeed,Created By ID,CreatedById,reference,1,43,0,0,,User,0
AccountFeed,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
AccountFeed,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
AccountFeed,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
AccountFeed,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
AccountFeed,Comment Count,CommentCount,int,1,43,9,0,,"",0
AccountFeed,Like Count,LikeCount,int,1,43,9,0,,"",0
AccountFeed,Title,Title,string,1,43,0,0,,"",0
AccountFeed,Body,Body,textarea,1,43,0,0,,"",0
AccountFeed,Link Url,LinkUrl,url,1,43,0,0,,"",0
AccountFeed,Related Record ID,RelatedRecordId,reference,1,43,0,0,,ContentVersion,0
AccountFeed,Content Data,ContentData,base64,1,43,0,0,,"",0
AccountFeed,Content File Name,ContentFileName,string,1,43,0,0,,"",0
AccountFeed,Content Description,ContentDescription,textarea,1,43,0,0,,"",0
AccountFeed,Content File Type,ContentType,string,1,43,0,0,,"",0
AccountFeed,Content Size,ContentSize,int,1,43,9,0,,"",0
AccountFeed,InsertedBy ID,InsertedById,reference,1,43,0,0,,User,0
AccountFeed,Network Scope,NetworkScope,picklist,1,43,0,0,,"",1
AccountFeed,Visibility,Visibility,picklist,1,43,0,0,,"",1
AccountHistory,Account History ID,Id,id,1,43,0,0,,"",0
AccountHistory,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
AccountHistory,Account ID,AccountId,reference,1,43,0,0,,Account,0
AccountHistory,Created By ID,CreatedById,reference,1,43,0,0,,User,0
AccountHistory,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
AccountHistory,Changed Field,Field,picklist,1,43,0,0,,"",1
AccountHistory,Old Value,OldValue,anyType,1,43,0,0,,"",0
AccountHistory,New Value,NewValue,anyType,1,43,0,0,,"",0
AccountPartner,Account Partner ID,Id,id,1,43,0,0,,"",0
AccountPartner,Account ID,AccountFromId,reference,1,43,0,0,,Account,0
AccountPartner,Account ID,AccountToId,reference,1,43,0,0,,Account,0
AccountPartner,Opportunity ID,OpportunityId,reference,1,43,0,0,,Opportunity,0
AccountPartner,Role,Role,picklist,1,43,0,0,,"",1
AccountPartner,Primary,IsPrimary,boolean,1,43,0,0,,"",0
AccountPartner,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
AccountPartner,Created By ID,CreatedById,reference,1,43,0,0,,User,0
AccountPartner,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
AccountPartner,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
AccountPartner,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
AccountPartner,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
AccountPartner,Reverse Partner ID,ReversePartnerId,reference,1,43,0,0,,AccountPartner,0
AccountShare,Account Share ID,Id,id,1,43,0,0,,"",0
AccountShare,Account ID,AccountId,reference,1,43,0,0,,Account,0
AccountShare,User/Group ID,UserOrGroupId,reference,1,43,0,0,,Group,0
AccountShare,Account Access,AccountAccessLevel,picklist,1,43,0,0,,"",1
AccountShare,Opportunity Access,OpportunityAccessLevel,picklist,1,43,0,0,,"",1
AccountShare,Case Access,CaseAccessLevel,picklist,1,43,0,0,,"",1
AccountShare,Contact Access,ContactAccessLevel,picklist,1,43,0,0,,"",1
AccountShare,Row Cause,RowCause,picklist,1,43,0,0,,"",1
AccountShare,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
AccountShare,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
AccountShare,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
ActivityHistory,Activity ID,Id,id,1,43,0,0,,"",0
ActivityHistory,Account ID,AccountId,reference,1,43,0,0,,Account,0
ActivityHistory,Name ID,WhoId,reference,1,43,0,0,,Contact,0
ActivityHistory,Related To ID,WhatId,reference,1,43,0,0,,APXTConga4__Conga_Email_Staging__c,0
ActivityHistory,Subject,Subject,combobox,1,43,0,0,,"",1
ActivityHistory,Task,IsTask,boolean,1,43,0,0,,"",0
ActivityHistory,Date,ActivityDate,date,1,43,0,0,,"",0
ActivityHistory,Assigned To ID,OwnerId,reference,1,43,0,0,,User,0
ActivityHistory,Status,Status,picklist,1,43,0,0,,"",1
ActivityHistory,Priority,Priority,picklist,1,43,0,0,,"",1
ActivityHistory,Type,ActivityType,picklist,1,43,0,0,,"",1
ActivityHistory,Closed,IsClosed,boolean,1,43,0,0,,"",0
ActivityHistory,All-Day Event,IsAllDayEvent,boolean,1,43,0,0,,"",0
ActivityHistory,Public,IsVisibleInSelfService,boolean,1,43,0,0,,"",0
ActivityHistory,Duration,DurationInMinutes,int,1,43,9,0,,"",0
ActivityHistory,Location,Location,string,1,43,0,0,,"",0
ActivityHistory,Comments,Description,textarea,1,43,0,0,,"",0
ActivityHistory,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
ActivityHistory,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
ActivityHistory,Created By ID,CreatedById,reference,1,43,0,0,,User,0
ActivityHistory,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
ActivityHistory,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
ActivityHistory,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
ActivityHistory,Call Duration,CallDurationInSeconds,int,1,43,8,0,,"",0
ActivityHistory,Call Type,CallType,picklist,1,43,0,0,,"",1
ActivityHistory,Call Result,CallDisposition,string,1,43,0,0,,"",0
ActivityHistory,Call Object Identifier,CallObject,string,1,43,0,0,,"",0
ActivityHistory,Reminder Date/Time,ReminderDateTime,datetime,1,43,0,0,,"",0
ActivityHistory,Reminder Set,IsReminderSet,boolean,1,43,0,0,,"",0
ActivityHistory,Call Outcome,Call_Outcome__c,picklist,1,43,0,0,,"",1
ActivityHistory,Closing Comments,Closing_Comments__c,textarea,1,43,0,0,,"",0
AdditionalNumber,Additional Directory Number ID,Id,id,1,43,0,0,,"",0
AdditionalNumber,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
AdditionalNumber,Call Center ID,CallCenterId,reference,1,43,0,0,,CallCenter,0
AdditionalNumber,Name,Name,string,1,43,0,0,,"",0
AdditionalNumber,Description,Description,string,1,43,0,0,,"",0
AdditionalNumber,Phone,Phone,phone,1,43,0,0,,"",0
AdditionalNumber,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
AdditionalNumber,Created By ID,CreatedById,reference,1,43,0,0,,User,0
AdditionalNumber,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
AdditionalNumber,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
AdditionalNumber,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
AggregateResult,Aggregate Result ID,Id,id,1,43,0,0,,"",0
ApexClass,Class ID,Id,id,1,43,0,0,,"",0
ApexClass,Namespace Prefix,NamespacePrefix,string,1,43,0,0,,"",0
ApexClass,Name,Name,string,1,43,0,0,,"",0
ApexClass,Api Version,ApiVersion,double,1,43,0,18,,"",0
ApexClass,Status,Status,picklist,1,43,0,0,,"",1
ApexClass,Is Valid,IsValid,boolean,1,43,0,0,,"",0
ApexClass,Body CRC,BodyCrc,double,1,43,0,18,,"",0
ApexClass,Body,Body,textarea,1,43,0,0,,"",0
ApexClass,Size Without Comments,LengthWithoutComments,int,1,43,9,0,,"",0
ApexClass,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
ApexClass,Created By ID,CreatedById,reference,1,43,0,0,,User,0
ApexClass,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
ApexClass,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
ApexClass,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
ApexComponent,Component ID,Id,id,1,43,0,0,,"",0
ApexComponent,Namespace Prefix,NamespacePrefix,string,1,43,0,0,,"",0
ApexComponent,Name,Name,string,1,43,0,0,,"",0
ApexComponent,Api Version,ApiVersion,double,1,43,0,18,,"",0
ApexComponent,Label,MasterLabel,string,1,43,0,0,,"",0
ApexComponent,Description,Description,textarea,1,43,0,0,,"",0
ApexComponent,Controller Type,ControllerType,picklist,1,43,0,0,,"",1
ApexComponent,Controller Key,ControllerKey,string,1,43,0,0,,"",0
ApexComponent,Markup,Markup,textarea,1,43,0,0,,"",0
ApexComponent,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
ApexComponent,Created By ID,CreatedById,reference,1,43,0,0,,User,0
ApexComponent,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
ApexComponent,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
ApexComponent,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
ApexLog,Log ID,Id,id,1,43,0,0,,"",0
ApexLog,Log User ID,LogUserId,reference,1,43,0,0,,User,0
ApexLog,Log Size (bytes),LogLength,int,1,43,9,0,,"",0
ApexLog,Date,LastModifiedDate,datetime,1,43,0,0,,"",0
ApexLog,Request Type,Request,string,1,43,0,0,,"",0
ApexLog,Operation,Operation,string,1,43,0,0,,"",0
ApexLog,Application,Application,string,1,43,0,0,,"",0
ApexLog,Status,Status,string,1,43,0,0,,"",0
ApexLog,Duration (ms),DurationMilliseconds,int,1,43,9,0,,"",0
ApexLog,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
ApexLog,Start Time,StartTime,datetime,1,43,0,0,,"",0
ApexLog,Location,Location,picklist,1,43,0,0,,"",1
ApexPage,Page ID,Id,id,1,43,0,0,,"",0
ApexPage,Namespace Prefix,NamespacePrefix,string,1,43,0,0,,"",0
ApexPage,Name,Name,string,1,43,0,0,,"",0
ApexPage,Api Version,ApiVersion,double,1,43,0,18,,"",0
ApexPage,Label,MasterLabel,string,1,43,0,0,,"",0
ApexPage,Description,Description,textarea,1,43,0,0,,"",0
ApexPage,Controller Type,ControllerType,picklist,1,43,0,0,,"",1
ApexPage,Controller Key,ControllerKey,string,1,43,0,0,,"",0
ApexPage,Markup,Markup,textarea,1,43,0,0,,"",0
ApexPage,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
ApexPage,Created By ID,CreatedById,reference,1,43,0,0,,User,0
ApexPage,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
ApexPage,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
ApexPage,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
ApexTestQueueItem,Apex Test Queue Item ID,Id,id,1,43,0,0,,"",0
ApexTestQueueItem,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
ApexTestQueueItem,Created By ID,CreatedById,reference,1,43,0,0,,User,0
ApexTestQueueItem,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
ApexTestQueueItem,Class ID,ApexClassId,reference,1,43,0,0,,ApexClass,0
ApexTestQueueItem,Status,Status,picklist,1,43,0,0,,"",1
ApexTestQueueItem,Status Detail,ExtendedStatus,string,1,43,0,0,,"",0
ApexTestQueueItem,Apex Job ID,ParentJobId,reference,1,43,0,0,,AsyncApexJob,0
ApexTestResult,Apex Test Result ID,Id,id,1,43,0,0,,"",0
ApexTestResult,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
ApexTestResult,Time Started,TestTimestamp,datetime,1,43,0,0,,"",0
ApexTestResult,Pass/Fail,Outcome,picklist,1,43,0,0,,"",1
ApexTestResult,Class ID,ApexClassId,reference,1,43,0,0,,ApexClass,0
ApexTestResult,Method Name,MethodName,string,1,43,0,0,,"",0
ApexTestResult,Error Message,Message,string,1,43,0,0,,"",0
ApexTestResult,Stack Trace,StackTrace,string,1,43,0,0,,"",0
ApexTestResult,Apex Job ID,AsyncApexJobId,reference,1,43,0,0,,AsyncApexJob,0
ApexTestResult,Apex Test Queue Item ID,QueueItemId,reference,1,43,0,0,,ApexTestQueueItem,0
ApexTestResult,Log ID,ApexLogId,reference,1,43,0,0,,ApexLog,0
ApexTrigger,Trigger ID,Id,id,1,43,0,0,,"",0
ApexTrigger,Namespace Prefix,NamespacePrefix,string,1,43,0,0,,"",0
ApexTrigger,Name,Name,string,1,43,0,0,,"",0
ApexTrigger,Custom Object Definition ID,TableEnumOrId,picklist,1,43,0,0,,"",1
ApexTrigger,BeforeInsert,UsageBeforeInsert,boolean,1,43,0,0,,"",0
ApexTrigger,AfterInsert,UsageAfterInsert,boolean,1,43,0,0,,"",0
ApexTrigger,BeforeUpdate,UsageBeforeUpdate,boolean,1,43,0,0,,"",0
ApexTrigger,AfterUpdate,UsageAfterUpdate,boolean,1,43,0,0,,"",0
ApexTrigger,BeforeDelete,UsageBeforeDelete,boolean,1,43,0,0,,"",0
ApexTrigger,AfterDelete,UsageAfterDelete,boolean,1,43,0,0,,"",0
ApexTrigger,IsBulk,UsageIsBulk,boolean,1,43,0,0,,"",0
ApexTrigger,AfterUndelete,UsageAfterUndelete,boolean,1,43,0,0,,"",0
ApexTrigger,Api Version,ApiVersion,double,1,43,0,18,,"",0
ApexTrigger,Status,Status,picklist,1,43,0,0,,"",1
ApexTrigger,Is Valid,IsValid,boolean,1,43,0,0,,"",0
ApexTrigger,Body CRC,BodyCrc,double,1,43,0,18,,"",0
ApexTrigger,Body,Body,textarea,1,43,0,0,,"",0
ApexTrigger,Size Without Comments,LengthWithoutComments,int,1,43,9,0,,"",0
ApexTrigger,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
ApexTrigger,Created By ID,CreatedById,reference,1,43,0,0,,User,0
ApexTrigger,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
ApexTrigger,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
ApexTrigger,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
Approval,Approval ID,Id,id,1,43,0,0,,"",0
Approval,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
Approval,Parent ID,ParentId,reference,1,43,0,0,,Contract,0
Approval,Owner ID,OwnerId,reference,1,43,0,0,,User,0
Approval,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
Approval,Created By ID,CreatedById,reference,1,43,0,0,,User,0
Approval,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
Approval,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
Approval,Status,Status,picklist,1,43,0,0,,"",1
Approval,Request Comment,RequestComment,string,1,43,0,0,,"",0
Approval,Approve/Reject Comment,ApproveComment,string,1,43,0,0,,"",0
Approval,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
